1 2 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 26 27 31
486535 622367 918589 207586 532810 359980 337849 472896 745207 402523 488337 154857 244232 262776 470084 819015 746445 853741 511038 326852 276781 536238 1352224 1416914 1742819
294055 151012 205755 70878 95878 125466 76400 111628 212209 99360 112488 44960 68839 95020 107617 235873 213894 203239 123828 97187 162304 115943 353839 380108 449486
1061340 193562 436150 192038 144840 231667 89994 166585 195561 120940 98262 392723 502707 278456 194353 478806 214032 214271 223563 191692 412630 149460 463854 578006 717220
1637 947 1095 1752 919 1187 1039 1007 614 802 650 3700 3734 2111 1066 953 781 688 968 1162 2104 697 659 918 797
1664779 59182 239172 128081 94309 171026 133286 87972 71948 155792 76630 440961 27227 301127 124300 260445 149338 167333 93301 192888 470191 78825 155652 189167 195273
